,Company Name,Industry,Symbol,Series,ISIN Code,nifty100,nifty200,nifty500,nifty500Multicap502525,nifty50,niftylargemidcap250,niftymicrocap250,niftymidcap100,niftymidcap150,niftymidcap50,niftymidcapselect,niftymidsmallcap400,niftynext50,niftysmallcap100,niftysmallcap250,niftysmallcap50
429,SJVN Ltd.,Power,SJVN,EQ,INE002L01015,,,1,1,,,,,,,,1,,,1,
430,SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023,,,1,1,,1,,,1,,,1,,,,
431,Sanofi India Ltd.,Healthcare,SANOFI,EQ,INE058A01010,,,1,1,,1,,,1,,,1,,,,
432,Sapphire Foods India Ltd.,Consumer Services,SAPPHIRE,EQ,INE806T01012,,,1,1,,,,,,,,1,,1,1,
433,Saregama India Ltd,Media Entertainment & Publication,SAREGAMA,EQ,INE979A01025,,,1,1,,,,,,,,1,,,1,
434,Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022,,,1,1,,1,,,1,,,1,,,,
435,Sequent Scientific Ltd.,Healthcare,SEQUENT,EQ,INE807F01027,,,1,1,,,,,,,,1,,,1,
436,Sheela Foam Ltd.,Consumer Durables,SFL,EQ,INE916U01025,,,1,1,,,,,,,,1,,,1,
437,Shilpa Medicare Ltd.,Healthcare,SHILPAMED,EQ,INE790G01031,,,1,1,,,,,,,,1,,,1,
438,Shipping Corporation of India Ltd.,Services,SCI,EQ,INE109A01011,,,1,1,,,,,,,,1,,,1,
439,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ,INE087H01022,,,1,1,,,,,,,,1,,,1,
440,Shriram City Union Finance Ltd.,Financial Services,SHRIRAMCIT,EQ,INE722A01011,,,1,1,,,,,,,,1,,,1,
441,Shyam Metalics and Energy Ltd.,Metals & Mining,SHYAMMETL,EQ,INE810G01011,,,1,1,,,,,,,,1,,,1,
442,Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015,,,1,1,,,,,,,,1,,1,1,
443,Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,,,1,1,,1,,,1,,,1,,,,
444,Solara Active Pharma Sciences Ltd.,Healthcare,SOLARA,EQ,INE624Z01016,,,1,1,,,,,,,,1,,,1,
445,Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021,,,1,1,,,,,,,,1,,1,1,
446,Spicejet Ltd.,Services,SPICEJET,EQ,INE285B01017,,,1,1,,,,,,,,1,,,1,
447,Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011,,,1,1,,1,,,1,,,1,,,,
448,Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR,EQ,INE00M201021,,,1,1,,,,,,,,1,,,1,
449,Sterlite Technologies Ltd.,Telecommunication,STLTECH,EQ,INE089C01029,,,1,1,,,,,,,,1,,1,1,1
450,Strides Pharma Science Ltd.,Healthcare,STAR,EQ,INE939A01011,,,1,1,,,,,,,,1,,,1,
451,Sudarshan Chemical Industries Ltd.,Chemicals,SUDARSCHEM,EQ,INE659A01023,,,1,1,,,,,,,,1,,,1,
452,Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013,,,1,1,,1,,,1,,,1,,,,
453,Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC,EQ,INE232I01014,,,1,1,,,,,,,,1,,1,1,
454,Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013,,,1,1,,1,,,1,,,1,,,,
455,Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021,,,1,1,,1,,,1,,,1,,,,
456,Sunteck Realty Ltd.,Realty,SUNTECK,EQ,INE805D01034,,,1,1,,,,,,,,1,,1,1,
457,Suprajit Engineering Ltd.,Automobile and Auto Components,SUPRAJIT,EQ,INE399C01030,,,1,1,,,,,,,,1,,,1,
458,Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,,,1,1,,1,,,1,,,1,,,,
459,Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR,EQ,INE03QK01018,,,1,1,,,,,,,,1,,,1,
460,Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,,,1,1,,,,,,,,1,,1,1,
461,Symphony Ltd.,Consumer Durables,SYMPHONY,EQ,INE225D01027,,,1,1,,,,,,,,1,,,1,
462,TCI Express Ltd.,Services,TCIEXP,EQ,INE586V01016,,,1,1,,,,,,,,1,,,1,
463,TCNS Clothing Co. Ltd.,Textiles,TCNSBRANDS,EQ,INE778U01029,,,1,1,,,,,,,,1,,,1,
464,TTK Prestige Ltd.,Consumer Durables,TTKPRESTIG,EQ,INE690A01028,,,1,1,,,,,,,,1,,,1,
465,TV18 Broadcast Ltd.,Media Entertainment & Publication,TV18BRDCST,EQ,INE886H01027,,,1,1,,,,,,,,1,,1,1,
466,Tanla Platforms Ltd.,Information Technology,TANLA,EQ,INE483C01032,,,1,1,,,,,,,,1,,1,1,
467,Tata Coffee Ltd.,Fast Moving Consumer Goods,TATACOFFEE,EQ,INE493A01027,,,1,1,,,,,,,,1,,,1,
468,Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01018,,,1,1,,,,,,,,1,,,1,
469,Tata Motors Ltd DVR,Automobile and Auto Components,TATAMTRDVR,EQ,IN9155A01020,,,1,1,,,,,,,,,,,,
470,Tata Steel Long Products Ltd.,Capital Goods,TATASTLLP,EQ,INE674A01014,,,1,1,,,,,,,,1,,,1,
471,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013,,,1,1,,1,,,1,,,1,,,,
472,Teamlease Services Ltd.,Services,TEAMLEASE,EQ,INE985S01024,,,1,1,,,,,,,,1,,,1,
473,The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,,,1,1,,1,,,1,,,1,,,,
474,Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,,,1,1,,1,,,1,,,1,,,,
475,Thyrocare Technologies Ltd.,Healthcare,THYROCARE,EQ,INE594H01019,,,1,1,,,,,,,,1,,,1,
476,Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013,,,1,1,,,,,,,,1,,,1,
477,Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI,EQ,INE256C01024,,,1,1,,,,,,,,1,,,1,
478,Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016,,,1,1,,,,,,,,1,,,1,
479,Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,,,1,1,,1,,,1,,,1,,,,
480,UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,,,1,1,,,,,,,,1,,,1,
481,UFLEX Ltd.,Capital Goods,UFLEX,EQ,INE516A01017,,,1,1,,,,,,,,1,,,1,
482,UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016,,,1,1,,,,,,,,1,,1,1,1
483,V-Guard Industries Ltd.,Consumer Durables,VGUARD,EQ,INE951I01027,,,1,1,,,,,,,,1,,,1,
484,V-Mart Retail Ltd.,Consumer Services,VMART,EQ,INE665J01013,,,1,1,,,,,,,,1,,,1,
485,V.I.P. Industries Ltd.,Consumer Durables,VIPIND,EQ,INE054A01027,,,1,1,,,,,,,,1,,1,1,
486,Vaibhav Global Ltd.,Consumer Services,VAIBHAVGBL,EQ,INE884A01027,,,1,1,,,,,,,,1,,,1,
487,Vakrangee Ltd.,Information Technology,VAKRANGEE,EQ,INE051B01021,,,1,1,,,,,,,,1,,,1,
488,Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020,,,1,1,,,,,,,,1,,1,1,
489,Varroc Engineering Ltd.,Automobile and Auto Components,VARROC,EQ,INE665L01035,,,1,1,,,,,,,,1,,,1,
490,Venky's (India) Ltd.,Fast Moving Consumer Goods,VENKEYS,EQ,INE398A01010,,,1,1,,,,,,,,1,,,1,
491,Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024,,,1,1,,,,,,,,1,,,1,
492,Vinati Organics Ltd.,Chemicals,VINATIORGA,EQ,INE410B01037,,,1,1,,1,,,1,,,1,,,,
493,Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025,,,1,1,,,,,,,,1,,,1,
494,Welspun India Ltd.,Textiles,WELSPUNIND,EQ,INE192B01031,,,1,1,,,,,,,,1,,1,1,1
495,Westlife Development Ltd.,Consumer Services,WESTLIFE,EQ,INE274F01020,,,1,1,,,,,,,,1,,,1,
496,Wockhardt Ltd.,Healthcare,WOCKPHARMA,EQ,INE049B01025,,,1,1,,,,,,,,1,,,1,
497,ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019,,,1,1,,1,,,1,,,1,,,,
498,Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027,,,1,1,,,,,,,,1,,1,1,1
499,Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL,EQ,INE768C01010,,,1,1,,,,,,,,1,,,1,
500,eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010,,,1,1,,,,,,,,1,,,1,
501,ADF Foods Ltd.,Fast Moving Consumer Goods,ADFFOODS,EQ,INE982B01019,,,,,,,1,,,,,,,,,
502,AGI Greenpac Ltd.,Capital Goods,AGI,EQ,INE415A01038,,,,,,,1,,,,,,,,,
503,Accelya Solutions India Ltd.,Information Technology,ACCELYA,EQ,INE793A01012,,,,,,,1,,,,,,,,,
504,Action Construction Equipment Ltd.,Capital Goods,ACE,EQ,INE731H01025,,,,,,,1,,,,,,,,,
505,Ahluwalia Contracts (India) Ltd.,Construction,AHLUCONT,EQ,INE758C01029,,,,,,,1,,,,,,,,,
506,Akzo Nobel India Ltd.,Consumer Durables,AKZOINDIA,EQ,INE133A01011,,,,,,,1,,,,,,,,,
507,Alembic Ltd.,Realty,ALEMBICLTD,EQ,INE426A01027,,,,,,,1,,,,,,,,,
508,Ami Organics Ltd.,Healthcare,AMIORG,EQ,INE00FF01017,,,,,,,1,,,,,,,,,
509,Amrutanjan Health Care Ltd.,Healthcare,AMRUTANJAN,EQ,INE098F01031,,,,,,,1,,,,,,,,,
510,Anand Rathi Wealth Ltd.,Financial Services,ANANDRATHI,EQ,INE463V01026,,,,,,,1,,,,,,,,,
511,Anant Raj Ltd.,Realty,ANANTRAJ,EQ,INE242C01024,,,,,,,1,,,,,,,,,
512,Andhra Sugars Ltd.,Chemicals,ANDHRSUGAR,EQ,INE715B01021,,,,,,,1,,,,,,,,,
513,Apar Industries Ltd.,Capital Goods,APARINDS,EQ,INE372A01015,,,,,,,1,,,,,,,,,
514,Apcotex Industries Ltd.,Capital Goods,APCOTEXIND,EQ,INE116A01032,,,,,,,1,,,,,,,,,
515,Apollo Pipes Ltd.,Capital Goods,APOLLOPIPE,EQ,INE126J01016,,,,,,,1,,,,,,,,,
516,Arvind Fashions Ltd.,Consumer Services,ARVINDFASN,EQ,INE955V01021,,,,,,,1,,,,,,,,,
517,Arvind Ltd.,Textiles,ARVIND,EQ,INE034A01011,,,,,,,1,,,,,,,,,
518,Ashiana Housing Ltd.,Realty,ASHIANA,EQ,INE365D01021,,,,,,,1,,,,,,,,,
519,Ashoka Buildcon Ltd.,Construction,ASHOKA,EQ,INE442H01029,,,,,,,1,,,,,,,,,
520,Astec LifeSciences Ltd.,Chemicals,ASTEC,EQ,INE563J01010,,,,,,,1,,,,,,,,,
521,Astra Microwave Products Ltd.,Capital Goods,ASTRAMICRO,EQ,INE386C01029,,,,,,,1,,,,,,,,,
522,Automotive Axles Ltd.,Automobile and Auto Components,AUTOAXLES,EQ,INE449A01011,,,,,,,1,,,,,,,,,
523,BF Utilities Ltd.,Construction,BFUTILITIE,EQ,INE243D01012,,,,,,,1,,,,,,,,,
524,BLS International Services Ltd.,Consumer Services,BLS,EQ,INE153T01027,,,,,,,1,,,,,,,,,
525,Bajaj Consumer Care Ltd.,Fast Moving Consumer Goods,BAJAJCON,EQ,INE933K01021,,,,,,,1,,,,,,,,,
526,Bajaj Hindusthan Sugar Ltd.,Fast Moving Consumer Goods,BAJAJHIND,EQ,INE306A01021,,,,,,,1,,,,,,,,,
527,Balmer Lawrie & Co. Ltd.,Diversified,BALMLAWRIE,EQ,INE164A01016,,,,,,,1,,,,,,,,,
528,Barbeque Nation Hospitality Ltd.,Consumer Services,BARBEQUE,EQ,INE382M01027,,,,,,,1,,,,,,,,,
529,Best Agrolife Ltd.,Chemicals,BESTAGRO,EQ,INE052T01013,,,,,,,1,,,,,,,,,
530,Bhansali Engineering Polymers Ltd.,Chemicals,BEPL,EQ,INE922A01025,,,,,,,1,,,,,,,,,
531,Bharat Rasayan Ltd.,Chemicals,BHARATRAS,EQ,INE838B01013,,,,,,,1,,,,,,,,,
532,Bombay Dyeing & Manufacturing Co. Ltd.,Textiles,BOMDYEING,EQ,INE032A01023,,,,,,,1,,,,,,,,,
533,Borosil Ltd.,Consumer Durables,BOROLTD,EQ,INE02PY01013,,,,,,,1,,,,,,,,,
534,CARE Ratings Ltd.,Financial Services,CARERATING,EQ,INE752H01013,,,,,,,1,,,,,,,,,
535,CMS Info Systems Ltd.,Services,CMSINFO,EQ,INE925R01014,,,,,,,1,,,,,,,,,
536,COSMO FIRST LTD.,Capital Goods,COSMOFIRST,EQ,INE757A01017,,,,,,,1,,,,,,,,,
537,Camlin Fine Sciences Ltd.,Chemicals,CAMLINFINE,EQ,INE052I01032,,,,,,,1,,,,,,,,,
538,Cartrade Tech Ltd.,Consumer Services,CARTRADE,EQ,INE290S01011,,,,,,,1,,,,,,,,,
539,Centrum Capital Ltd.,Financial Services,CENTRUM,EQ,INE660C01027,,,,,,,1,,,,,,,,,
540,Chemcon Speciality Chemicals Ltd.,Chemicals,CHEMCON,EQ,INE03YM01018,,,,,,,1,,,,,,,,,
541,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,CHENNPETRO,EQ,INE178A01016,,,,,,,1,,,,,,,,,
542,Cigniti Technologies Ltd.,Information Technology,CIGNITITEC,EQ,INE675C01017,,,,,,,1,,,,,,,,,
543,Confidence Petroleum India Ltd.,Oil Gas & Consumable Fuels,CONFIPET,EQ,INE552D01024,,,,,,,1,,,,,,,,,
544,Craftsman Automation Ltd.,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017,,,,,,,1,,,,,,,,,
545,D.B.Corp Ltd.,Media Entertainment & Publication,DBCORP,EQ,INE950I01011,,,,,,,1,,,,,,,,,
546,DCB Bank Ltd.,Financial Services,DCBBANK,EQ,INE503A01015,,,,,,,1,,,,,,,,,
547,DFM Foods Ltd.,Fast Moving Consumer Goods,DFMFOODS,EQ,INE456C01020,,,,,,,1,,,,,,,,,
548,Dalmia Bharat Sugar and Industries Ltd.,Fast Moving Consumer Goods,DALMIASUG,EQ,INE495A01022,,,,,,,1,,,,,,,,,
549,Data Patterns (India) Ltd.,Capital Goods,DATAPATTNS,EQ,INE0IX101010,,,,,,,1,,,,,,,,,
550,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,DEEPAKFERT,EQ,INE501A01019,,,,,,,1,,,,,,,,,
551,Den Networks Ltd.,Media Entertainment & Publication,DEN,EQ,INE947J01015,,,,,,,1,,,,,,,,,
552,Dhanuka Agritech Ltd.,Chemicals,DHANUKA,EQ,INE435G01025,,,,,,,1,,,,,,,,,
553,Dish TV India Ltd.,Media Entertainment & Publication,DISHTV,EQ,INE836F01026,,,,,,,1,,,,,,,,,
554,Dishman Carbogen Amcis Ltd.,Healthcare,DCAL,EQ,INE385W01011,,,,,,,1,,,,,,,,,
555,Dodla Dairy Ltd.,Fast Moving Consumer Goods,DODLA,EQ,INE021O01019,,,,,,,1,,,,,,,,,
556,Dolat Algotech Ltd.,Financial Services,DOLATALGO,EQ,INE966A01022,,,,,,,1,,,,,,,,,
557,Dollar Industries Ltd.,Textiles,DOLLAR,EQ,INE325C01035,,,,,,,1,,,,,,,,,
558,ESAB India Ltd.,Capital Goods,ESABINDIA,EQ,INE284A01012,,,,,,,1,,,,,,,,,
559,Electrosteel Castings Ltd.,Capital Goods,ELECTCAST,EQ,INE086A01029,,,,,,,1,,,,,,,,,
560,Eveready Industries India Ltd.,Fast Moving Consumer Goods,EVEREADY,EQ,INE128A01029,,,,,,,1,,,,,,,,,
561,Fairchem Organics Ltd.,Chemicals,FAIRCHEMOR,EQ,INE0DNW01011,,,,,,,1,,,,,,,,,
562,Filatex India Ltd.,Textiles,FILATEX,EQ,INE816B01027,,,,,,,1,,,,,,,,,
563,Fino Payments Bank Ltd.,Financial Services,FINOPB,EQ,INE02NC01014,,,,,,,1,,,,,,,,,
564,Force Motors Ltd.,Automobile and Auto Components,FORCEMOT,EQ,INE451A01017,,,,,,,1,,,,,,,,,
565,Future Consumer Ltd.,Consumer Services,FCONSUMER,EQ,INE220J01025,,,,,,,1,,,,,,,,,
566,Future Retail Ltd.,Consumer Services,FRETAIL,BE,INE752P01024,,,,,,,1,,,,,,,,,
567,GE Power India Ltd.,Capital Goods,GEPIL,EQ,INE878A01011,,,,,,,1,,,,,,,,,
568,GE T&D India Ltd.,Capital Goods,GET&D,EQ,INE200A01026,,,,,,,1,,,,,,,,,
569,GHCL Ltd.,Chemicals,GHCL,EQ,INE539A01019,,,,,,,1,,,,,,,,,
570,GTL Infrastructure Ltd.,Telecommunication,GTLINFRA,EQ,INE221H01019,,,,,,,1,,,,,,,,,
571,GTPL Hathway Ltd.,Media Entertainment & Publication,GTPL,EQ,INE869I01013,,,,,,,1,,,,,,,,,
572,Gabriel India Ltd.,Automobile and Auto Components,GABRIEL,EQ,INE524A01029,,,,,,,1,,,,,,,,,
573,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE,EQ,INE382Z01011,,,,,,,1,,,,,,,,,
574,Gateway Distriparks Ltd.,Services,GATEWAY,EQ,INE079J01017,,,,,,,1,,,,,,,,,
575,Gati Ltd.,Services,GATI,EQ,INE152B01027,,,,,,,1,,,,,,,,,
576,Geojit Financial Services Ltd.,Financial Services,GEOJITFSL,EQ,INE007B01023,,,,,,,1,,,,,,,,,
577,Globus Spirits Ltd.,Fast Moving Consumer Goods,GLOBUSSPR,EQ,INE615I01010,,,,,,,1,,,,,,,,,
578,Godawari Power & Ispat Ltd.,Capital Goods,GPIL,EQ,INE177H01021,,,,,,,1,,,,,,,,,
579,Goodyear India Ltd.,Automobile and Auto Components,GOODYEAR,EQ,INE533A01012,,,,,,,1,,,,,,,,,
580,Greaves Cotton Ltd.,Capital Goods,GREAVESCOT,EQ,INE224A01026,,,,,,,1,,,,,,,,,
581,Greenlam Industries Ltd.,Consumer Durables,GREENLAM,EQ,INE544R01021,,,,,,,1,,,,,,,,,
582,Greenpanel Industries Ltd.,Consumer Durables,GREENPANEL,EQ,INE08ZM01014,,,,,,,1,,,,,,,,,
583,Greenply Industries Ltd.,Consumer Durables,GREENPLY,EQ,INE461C01038,,,,,,,1,,,,,,,,,
584,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD,EQ,INE131A01031,,,,,,,1,,,,,,,,,
585,Gulf Oil Lubricants India Ltd.,Oil Gas & Consumable Fuels,GULFOILLUB,EQ,INE635Q01029,,,,,,,1,,,,,,,,,
586,H.G. Infra Engineering Ltd.,Construction,HGINFRA,EQ,INE926X01010,,,,,,,1,,,,,,,,,
587,HBL Power Systems Ltd.,Capital Goods,HBLPOWER,EQ,INE292B01021,,,,,,,1,,,,,,,,,
588,HIL Ltd.,Consumer Durables,HIL,EQ,INE557A01011,,,,,,,1,,,,,,,,,
589,Healthcare Global Enterprises Ltd.,Healthcare,HCG,EQ,INE075I01017,,,,,,,1,,,,,,,,,
590,HeidelbergCement India Ltd.,Construction Materials,HEIDELBERG,EQ,INE578A01017,,,,,,,1,,,,,,,,,
591,Heranba Industries Ltd.,Chemicals,HERANBA,EQ,INE694N01015,,,,,,,1,,,,,,,,,
592,Heritage Foods Ltd.,Fast Moving Consumer Goods,HERITGFOOD,EQ,INE978A01027,,,,,,,1,,,,,,,,,
593,Hester Biosciences Ltd.,Healthcare,HESTERBIO,EQ,INE782E01017,,,,,,,1,,,,,,,,,
594,Himadri Speciality Chemical Ltd.,Chemicals,HSCL,EQ,INE019C01026,,,,,,,1,,,,,,,,,
595,Himatsingka Seide Ltd.,Textiles,HIMATSEIDE,EQ,INE049A01027,,,,,,,1,,,,,,,,,
596,Hindustan Construction Co. Ltd.,Construction,HCC,EQ,INE549A01026,,,,,,,1,,,,,,,,,
597,Hindustan Oil Exploration Co. Ltd.,Oil Gas & Consumable Fuels,HINDOILEXP,EQ,INE345A01011,,,,,,,1,,,,,,,,,
598,Hindware Home Innovation Ltd.,Consumer Durables,HINDWAREAP,EQ,INE05AN01011,,,,,,,1,,,,,,,,,
599,I G Petrochemicals Ltd.,Chemicals,IGPL,EQ,INE204A01010,,,,,,,1,,,,,,,,,
600,IFCI Ltd.,Financial Services,IFCI,EQ,INE039A01010,,,,,,,1,,,,,,,,,
601,IIFL Securities Ltd.,Financial Services,IIFLSEC,EQ,INE489L01022,,,,,,,1,,,,,,,,,
602,INEOS Styrolution India Ltd.,Chemicals,INEOSSTYRO,EQ,INE189B01011,,,,,,,1,,,,,,,,,
603,IOL Chem and Pharma Ltd.,Healthcare,IOLCP,EQ,INE485C01011,,,,,,,1,,,,,,,,,
604,Igarashi Motors India Ltd.,Automobile and Auto Components,IGARASHI,EQ,INE188B01013,,,,,,,1,,,,,,,,,
605,India Glycols Ltd.,Chemicals,INDIAGLYCO,EQ,INE560A01015,,,,,,,1,,,,,,,,,
606,India Pesticides Ltd.,Chemicals,IPL,EQ,INE0D6701023,,,,,,,1,,,,,,,,,
607,Indian Metals & Ferro Alloys Ltd.,Metals & Mining,IMFA,EQ,INE919H01018,,,,,,,1,,,,,,,,,
608,IndoStar Capital Finance Ltd.,Financial Services,INDOSTAR,EQ,INE896L01010,,,,,,,1,,,,,,,,,
609,Ingersoll Rand (India) Ltd.,Capital Goods,INGERRAND,EQ,INE177A01018,,,,,,,1,,,,,,,,,
610,Inox Wind Ltd.,Capital Goods,INOXWIND,EQ,INE066P01011,,,,,,,1,,,,,,,,,
611,Ion Exchange (India) Ltd.,Construction,IONEXCHANG,EQ,INE570A01014,,,,,,,1,,,,,,,,,
612,Isgec Heavy Engineering Ltd.,Construction,ISGEC,EQ,INE858B01029,,,,,,,1,,,,,,,,,
613,JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01044,,,,,,,1,,,,,,,,,
614,JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE,EQ,INE573A01042,,,,,,,1,,,,,,,,,
615,JMC Projects (India) Ltd.,Construction,JMCPROJECT,EQ,INE890A01024,,,,,,,1,,,,,,,,,
616,JSW Ispat Special Products Ltd.,Metals & Mining,JSWISPL,EQ,INE743C01021,,,,,,,1,,,,,,,,,
617,JTEKT India Ltd.,Automobile and Auto Components,JTEKTINDIA,EQ,INE643A01035,,,,,,,1,,,,,,,,,
618,Jai Corp Ltd.,Capital Goods,JAICORPLTD,EQ,INE070D01027,,,,,,,1,,,,,,,,,
619,Jain Irrigation Systems Ltd.,Capital Goods,JISLJALEQS,EQ,INE175A01038,,,,,,,1,,,,,,,,,
620,Jaiprakash Associates Ltd.,Construction,JPASSOCIAT,EQ,INE455F01025,,,,,,,1,,,,,,,,,
621,Jaiprakash Power Ventures Ltd.,Power,JPPOWER,EQ,INE351F01018,,,,,,,1,,,,,,,,,
622,Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,EQ,INE168A01041,,,,,,,1,,,,,,,,,
623,Jindal Poly Films Ltd.,Capital Goods,JINDALPOLY,EQ,INE197D01010,,,,,,,1,,,,,,,,,
624,Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01024,,,,,,,1,,,,,,,,,
625,Jindal Worldwide Ltd.,Textiles,JINDWORLD,EQ,INE247D01039,,,,,,,1,,,,,,,,,
626,Johnson Controls - Hitachi Air Conditioning India Ltd.,Consumer Durables,JCHAC,EQ,INE782A01015,,,,,,,1,,,,,,,,,
627,KCP Ltd.,Construction Materials,KCP,EQ,INE805C01028,,,,,,,1,,,,,,,,,
628,KSB Ltd.,Capital Goods,KSB,EQ,INE999A01015,,,,,,,1,,,,,,,,,
629,Kalyani Steels Ltd.,Metals & Mining,KSL,EQ,INE907A01026,,,,,,,1,,,,,,,,,
630,Karnataka Bank Ltd.,Financial Services,KTKBANK,EQ,INE614B01018,,,,,,,1,,,,,,,,,
631,Kaveri Seed Company Ltd.,Fast Moving Consumer Goods,KSCL,EQ,INE455I01029,,,,,,,1,,,,,,,,,
632,Kennametal India Ltd.,Capital Goods,KENNAMET,EQ,INE717A01029,,,,,,,1,,,,,,,,,
633,Kiri Industries Ltd.,Chemicals,KIRIINDUS,EQ,INE415I01015,,,,,,,1,,,,,,,,,
634,Kirloskar Ferrous Industries Ltd.,Metals & Mining,KIRLFER,EQ,INE884B01025,,,,,,,1,,,,,,,,,
635,Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010,,,,,,,1,,,,,,,,,
636,Kolte-Patil Developers Ltd.,Realty,KOLTEPATIL,EQ,INE094I01018,,,,,,,1,,,,,,,,,
637,Krsnaa Diagnostics Ltd.,Healthcare,KRSNAA,EQ,INE08LI01020,,,,,,,1,,,,,,,,,
638,LG Balakrishnan & Bros Ltd.,Automobile and Auto Components,LGBBROSLTD,EQ,INE337A01034,,,,,,,1,,,,,,,,,
639,LT Foods Ltd.,Fast Moving Consumer Goods,DAAWAT,EQ,INE818H01020,,,,,,,1,,,,,,,,,
640,La Opala RG Ltd.,Consumer Durables,LAOPALA,EQ,INE059D01020,,,,,,,1,,,,,,,,,
641,Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018,,,,,,,1,,,,,,,,,
642,MAS Financial Services Ltd.,Financial Services,MASFIN,EQ,INE348L01012,,,,,,,1,,,,,,,,,
643,MSTC Ltd.,Services,MSTCLTD,EQ,INE255X01014,,,,,,,1,,,,,,,,,
644,Maharashtra Scooters Ltd.,Financial Services,MAHSCOOTER,EQ,INE288A01013,,,,,,,1,,,,,,,,,
645,Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025,,,,,,,1,,,,,,,,,
646,Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE,EQ,INE813A01018,,,,,,,1,,,,,,,,,
647,Maithan Alloys Ltd.,Metals & Mining,MAITHANALL,EQ,INE683C01011,,,,,,,1,,,,,,,,,
648,Man Infraconstruction Ltd.,Construction,MANINFRA,EQ,INE949H01023,,,,,,,1,,,,,,,,,
649,Marksans Pharma Ltd.,Healthcare,MARKSANS,EQ,INE750C01026,,,,,,,1,,,,,,,,,
650,Matrimony.Com Ltd.,Consumer Services,MATRIMONY,EQ,INE866R01028,,,,,,,1,,,,,,,,,
651,Mayur Uniquoters Ltd.,Consumer Durables,MAYURUNIQ,EQ,INE040D01038,,,,,,,1,,,,,,,,,
652,Meghmani Finechem Ltd.,Chemicals,MFL,EQ,INE071N01016,,,,,,,1,,,,,,,,,
653,Meghmani Organics Ltd.,Chemicals,MOL,EQ,INE0CT101020,,,,,,,1,,,,,,,,,
654,Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021,,,,,,,1,,,,,,,,,
655,Mishra Dhatu Nigam Ltd.,Capital Goods,MIDHANI,EQ,INE099Z01011,,,,,,,1,,,,,,,,,
